rank,symbol,code,name,market,sector,median_turnover,n_obs,sigma,sigma_sq,g,mu,drag,drag_ratio,se_g,se_drag,sigma_sq_lo,sigma_sq_hi,realized_qv,simple_mean,total_log_return,skew,excess_kurtosis,jarque_bera,jb_pvalue,lb_sq_stat,lb_sq_pvalue,normal_ok,no_arch_ok,gbm_score
157,009730.KQ,009730,이렘,KOSDAQ,1차 철강 제조업,502764560.10791016,502,0.8404164347187418,0.7062997837453613,-0.9402107495629834,-0.5870608576903028,0.35314989187268064,,0.5954467764237609,0.022312858561921986,0.6263900424609512,0.8026242733419462,0.7084007337058388,-0.5836570793486898,-1.8729595090500704,0.4103725427670685,11.018480300289825,2497.798106198777,0.0,40.071880578043704,1.6457920768560483e-05,False,False,0.1726418304821955
158,489790.KS,489790,한화비전,KOSPI,통신 및 방송 장비 제조업,42009633600.0,455,0.8402659686587411,0.7060468980860125,0.22664742149468495,0.5796708705376912,0.35302344904300625,0.6090067087820865,0.6253329984415866,0.02343098926712681,0.6225019675468055,0.8077101309847616,0.7046989921127198,0.584487576858498,0.40922451103207,0.7516300217109769,3.184957924600198,229.11323795890013,1.772933767560072e-50,33.172070588967415,0.00025482851941728557,False,False,0.45656822527892604
159,381620.KQ,381620,제닉스로보틱스,KOSDAQ,특수 목적용 기계 제조업,1886848240.0,454,0.8399580037083432,0.705529447993705,-0.4439595645094665,-0.091194840512614,0.3527647239968525,,0.6257918699736681,0.02343964590143974,0.6219620962447462,0.8072420430655677,0.7047575616063806,-0.08940744657627273,-0.7998319138384833,0.3840552802327641,2.1736028251448367,97.43879979077288,6.941182509921921e-22,34.85769216258692,0.0001320424560861256,False,False,0.5265841875196314
160,319400.KQ,319400,현대무벡스,KOSDAQ,일반 목적용 기계 제조업,5638361232.210327,502,0.8392566557996345,0.7043517343039862,1.1202157306139586,1.4723915977659519,0.3521758671519931,0.23918627876330373,0.594625056868767,0.022251317340110283,0.6246623925304525,0.8004105507792311,0.7079283387677113,1.4788304235238503,2.2315408601912985,0.36029565828359855,7.46218529950017,1148.8182525785114,3.4457685094585834e-250,49.426065881121986,3.402537457937888e-07,False,False,0.29018195097025246
161,394800.KQ,394800,쓰리빌리언,KOSDAQ,자연과학 및 공학 연구개발업,5097290880.0,424,0.8387888493210585,0.7035667337453453,0.24866537379823825,0.6004487406709109,0.35178336687267264,0.585867440540566,0.646651055080967,0.02418912257819509,0.6176021987385922,0.8089180402195949,0.7021527531147456,0.6039935727915492,0.41838935908909924,0.5417552623420827,3.9048246408038363,281.75275467418675,6.57910309659049e-62,46.701387307531235,1.069986509439746e-06,False,False,0.4381658736743552
162,003160.KS,003160,디아이,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",9385299526.238281,502,0.8387280572208842,0.7034647539695187,0.17380462741877867,0.525537004403538,0.35173237698475934,0.6692818470203835,0.5942505373963528,0.022223296565921122,0.6238757638748088,0.7994026049143105,0.7021833029668059,0.5284908175989956,0.3462298530326464,0.47071083967541916,2.4851461173579477,143.82930465932242,5.859537327663613e-32,26.006743002272618,0.003731127527687777,False,False,0.5067877020738645
163,090360.KQ,090360,로보스타,KOSDAQ,특수 목적용 기계 제조업,3229905450.0,502,0.838664907521369,0.7033588271078265,0.5717678321276015,0.9234472456815148,0.35167941355391324,0.3808332475932285,0.5942057949526606,0.022219950209123006,0.623781821425837,0.7992822318484397,0.7032550093582255,0.9315061711859906,1.1389978243176824,1.0679762734619875,5.666372818036557,750.3745871637088,1.1434803796458175e-163,142.80872471562824,1.119008003539759e-25,False,False,0.32381480495755577
164,010130.KS,010130,고려아연,KOSPI,1차 비철금속 제조업,27761118358.125,502,0.838391996229935,0.7029011393424154,0.43283243509722463,0.7842830047684324,0.3514505696712077,0.44811702859094477,0.594012433492769,0.022205491302848126,0.6233759157956675,0.7987621250629292,0.702244366111178,0.7859565230742697,0.8622296921381221,0.09363339785779382,7.322034931507293,1096.3375172005594,8.576952168682142e-239,79.03394190859315,7.761972759214177e-13,False,False,0.31426620155831886
165,484870.KS,484870,엠앤씨솔루션,KOSPI,특수 목적용 기계 제조업,4802946702.046875,402,0.8382113374208203,0.7025982461808002,0.0519019553458111,0.4032010784362112,0.3512991230904001,0.871275256635946,0.663652560822658,0.024809606566317848,0.6146540292022586,0.8109722850493251,0.7008611790835075,0.40561719267473456,0.08279597638498437,0.4483980184565139,2.590158666720237,121.7045243749753,3.734206414623535e-27,75.95785741739356,3.0962853131858265e-12,False,False,0.5035496587671551
166,058610.KQ,058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8303305634.917969,502,0.8375960437887041,0.7015671325704887,0.7787778816211588,1.1295614479064031,0.3507835662852444,0.3105484583732985,0.59344849007646,0.02216334842654027,0.6221928366305017,0.7972461877221686,0.7025763146281409,1.1391136772883146,1.5513749864040545,1.1839364158362489,5.19669785735584,667.7144539289146,1.0177675169292849e-145,58.64030316108494,6.547686412436289e-09,False,False,0.33721950202990403
167,230240.KQ,230240,에치에프알,KOSDAQ,통신 및 방송 장비 제조업,1821916395.0,502,0.8370267301483192,0.7006137469827871,0.06523169416275768,0.4155385676541512,0.35030687349139356,0.8430189175194699,0.5930451234144851,0.022133229830636765,0.6213473157164285,0.7961627803190316,0.6992349876792858,0.4205480883151101,0.12994567646708077,0.8194197327533987,4.200778414366132,415.58090200250854,5.724713252027948e-91,49.7904111390236,2.9166972202849246e-07,False,False,0.4063369891699642
168,098070.KQ,098070,한텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",5523338000.0,342,0.8367294740942018,0.7001162128179595,0.06796118593545511,0.4180192923444349,0.3500581064089798,0.8374209344398936,0.7182444599032104,0.026808835356152964,0.6058583193626084,0.8183438633550991,0.6980874176537221,0.42496960317446475,0.09223303805526051,1.1894365957668618,4.462324203194638,353.294739791148,1.9187659882700245e-77,50.39978460100812,2.2531592984999149e-07,False,False,0.36989963780511714
169,463480.KQ,463480,모티브링크,KOSDAQ,전자부품 제조업,820951040.0,360,0.8366698549420157,0.7000164461686937,-1.1044605792436415,-0.7544523561592946,0.35000822308434687,,0.700008223036048,0.026124381745737113,0.6079204559217211,0.8148675328801419,0.7029125638622852,-0.7499661514684427,-1.5778008274909165,0.6462212706226699,4.958428683320032,381.0699113712931,1.785336714219484e-83,61.0560064463272,2.2864355858198844e-09,False,False,0.3837892912090872
170,001820.KS,001820,삼화콘덴서공업,KOSPI,전자부품 제조업,1728872170.0009766,502,0.83607413167105,0.6990199536495003,0.39837489372896756,0.7478848705537178,0.34950997682475016,0.46733125723746827,0.5923701940948248,0.022082879984805036,0.6199338418676649,0.7943516269739137,0.6982572556697451,0.7531347992890295,0.7935880819521497,0.6790191996358287,8.491598039337953,1512.5840979489312,0.0,187.04125687425562,8.066739119449283e-35,False,False,0.22261014158740355
171,081180.KQ,081180,쎄크,KOSDAQ,일반 목적용 기계 제조업,1329498145.0,313,0.8347578181211742,0.6968206149144234,-0.7905003646941009,-0.4420900572368892,0.3484103074572117,,0.749011691660551,0.027895149649893043,0.5992077269270455,0.820528279935864,0.6970740764713175,-0.43641563739671285,-0.9818516434494189,1.0007232704928153,4.4428136091316,298.8691528736751,1.2629554982301413e-65,13.657810086599252,0.18917980036057996,False,True,0.733358502889557
172,417010.KQ,417010,나노팀,KOSDAQ,일반 목적용 기계 제조업,689868435.0,502,0.8346408767124054,0.6966253930792528,-0.3475206751083898,0.0007920214312365781,0.3483126965396264,439.77685805270187,0.5913547129480241,0.022007232940091864,0.6178101984349585,0.7916304985212379,0.6957169415836257,0.00623162066762424,-0.6922832496206812,0.9390271482784598,5.403336256181927,669.2807893226119,4.650751948240435e-146,90.6682360620019,3.947142471333142e-15,False,False,0.3442480585865826
173,089030.KQ,089030,테크윙,KOSDAQ,특수 목적용 기계 제조업,36279070993.62305,502,0.8333156242930624,0.6944149296909363,-0.03828938215554052,0.30891808268992765,0.34720746484546816,1.1239467169488195,0.5904157531080614,0.02193740174648981,0.6158498236939051,0.7891185742482493,0.6930374507832684,0.31106170030541747,-0.07627488032571961,0.3952669499115809,3.191891121824513,220.31000806883526,1.4464039322473893e-48,13.744524816563887,0.1849667734492727,False,True,0.8300137695237915
174,083650.KQ,083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업,28870812900.0,502,0.8327879462484261,0.6935357634166714,0.973810528993043,1.3205784107013787,0.3467678817083357,0.2625878773257865,0.5900418858469179,0.021909627827848548,0.6150701250269358,0.7881195081175949,0.6959173408743059,1.3263588763102505,1.9398924029940776,0.4636830039357334,2.516376490167234,146.47032863045897,1.5644880730064534e-32,24.703771100020358,0.0059361925193909095,False,False,0.5058508576800922
175,204270.KQ,204270,제이앤티씨,KOSDAQ,전자부품 제조업,7940326990.0,502,0.8327724694405392,0.6935099858580938,-0.1425919934444281,0.20416299948461877,0.3467549929290469,1.6984223086670056,0.5900309203124698,0.021908813483809582,0.615047263904246,0.7880902150402105,0.6922091762932908,0.20747195512314784,-0.284052304401202,0.6124368916204523,2.7894104014204153,189.3507566825018,7.638456580409706e-42,15.37309693867319,0.11903987731284016,False,True,0.8336474058280512
176,348340.KQ,348340,뉴로메카,KOSDAQ,특수 목적용 기계 제조업,3252980961.6376953,502,0.8324969941547143,0.6930512452766345,0.13763846932293713,0.48416409196125443,0.34652562263831727,0.7157193777725429,0.5898357422267585,0.021894321317811122,0.6146404245721212,0.7875689118566052,0.6917458410918305,0.49000046131620656,0.274184569841724,0.9413289102022424,4.77686399583586,539.1886271319551,8.254243298402908e-118,241.48219917445851,3.3459702328261874e-46,False,False,0.3722858595072368
177,024060.KQ,024060,흥구석유,KOSDAQ,기타 전문 도매업,5859159352.950195,502,0.8321661277182371,0.6925004641215653,-0.13110794802582912,0.21514228403495353,0.34625023206078265,1.6094011161679793,0.5896013187375353,0.021876921479535,0.6141519580044537,0.7869430156939111,0.6911891926095752,0.21871756069664003,-0.26117535678161197,0.5629445858042939,10.046593339690268,2090.868802935382,0.0,110.77310305333343,3.726110429342033e-19,False,False,0.16247036094638045
178,365330.KQ,365330,에스와이스틸텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",2986293225.0,502,0.8321286740316773,0.6924381301457175,-0.38161286509801123,-0.035393800025152466,0.34621906507285877,,0.5895747822777448,0.02187495227436362,0.6140966764049449,0.7868721806700009,0.6916366617128226,-0.03157563867975141,-0.7601970566634986,0.6912192315513771,4.376385725816763,430.2698504778417,3.699040651009418e-94,20.98873152069136,0.02117227863490145,False,False,0.40698136023482046
179,161580.KQ,161580,필옵틱스,KOSDAQ,특수 목적용 기계 제조업,12293290400.0,502,0.8314789943772732,0.6913573180906415,0.21709115404335858,0.5627698130886793,0.34567865904532075,0.6142452047101004,0.5891144751729076,0.02184080812329359,0.6131381458706705,0.7856439684996326,0.6901671304093148,0.5665775943955074,0.4324593624197064,0.60550999721883,2.8890203837367645,200.19710408035635,3.3709413967123654e-44,28.77898601493372,0.0013529147508374222,False,False,0.4796267495839236
180,051360.KQ,051360,토비스,KOSDAQ,영상 및 음향기기 제조업,1351216377.569336,502,0.8309015359032486,0.6903973623663774,-0.462038616147743,-0.1168399349645543,0.3451986811831887,,0.5887053377825952,0.021810481968884157,0.6122867981558321,0.7845530949309869,0.6898692104143062,-0.18607519077880194,-0.9204102591514562,-14.501989025474655,282.4795214556589,1653399.2910932412,0.0,0.0403910399878692,0.9999999999724712,False,True,0.35
181,246710.KQ,246710,티앤알바이오팹,KOSDAQ,기초 의약물질 제조업,501787080.0,502,0.8287958326666509,0.6869025322456073,-0.22176939468659876,0.12168187143620487,0.34345126612280363,2.822534384695649,0.587213417643317,0.021700076087447836,0.6091873680864436,0.7805816432178599,0.685729365843065,0.1230071669062514,-0.4417787148121928,0.27049924508297757,4.867328036051515,489.4230521880426,5.286090075050411e-107,29.94279842001863,0.0008752910856962422,False,False,0.41293695537215
182,376930.KQ,376930,노을,KOSDAQ,의료용 기기 제조업,1029805663.0,502,0.8287464733955557,0.6868207171655706,-0.7877213945124057,-0.44431103592962046,0.3434103585827853,,0.5871784459106782,0.021697491450794814,0.6091148094468438,0.780488670275387,0.6879148698164854,-0.43755048918046374,-1.5691910319255067,1.0627793973910773,9.724884715429972,2028.1947676462294,0.0,28.214435958515118,0.0016678746278602585,False,False,0.14152822797957942
183,456070.KQ,456070,이엔셀,KOSDAQ,기초 의약물질 제조업,1801983675.0,477,0.828521691020898,0.6864481924921284,-0.5424776033145551,-0.19925350706849088,0.3432240962460642,,0.6022058412859014,0.022247913719952526,0.6069513815850908,0.7827413192152137,0.68617688326522,-0.19232362209636766,-1.0268326062739792,1.201981691646924,5.629633345513566,728.1561250719913,7.636712809534222e-159,113.17546129473594,1.2194752523869625e-19,False,False,0.316534386675428
184,010060.KS,010060,OCI홀딩스,KOSPI,기타 금융업,10055898630.632812,502,0.8282366419962224,0.6859759351451786,0.6443044584970299,0.9872924260696192,0.3429879675725893,0.3474026119475198,0.5868172232468756,0.021670803772035088,0.6083656048487374,0.7795286776902923,0.6862567834854166,0.9931731327442563,1.2834953895456707,0.7145240739889225,4.835076822807414,519.3983839617895,1.6370953237193802e-113,69.73403174410714,4.9901693984748915e-11,False,False,0.3847866047077382
185,214370.KQ,214370,케어젠,KOSDAQ,기초 의약물질 제조업,5241270650.0,502,0.8281767353877453,0.6858767050375034,0.47808356513420974,0.8210219176529614,0.3429383525187517,0.4176969519877162,0.5867747785784582,0.021667668973740374,0.6082776014926689,0.7794159146753525,0.6854174163647877,0.8228566911381141,0.9523728162594178,0.15193984055822463,3.6057565577631383,266.713785381231,1.2129345884064271e-58,16.79167569062869,0.07910265028937903,False,True,0.8276116321967771
186,089970.KQ,089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,2440020750.0,502,0.8277429720506246,0.6851584277792011,0.8243852376190974,1.166964451508698,0.34257921388960055,0.29356439559637015,0.5864674511986625,0.02164497773237009,0.6076405890898888,0.7785996794509188,0.6864904394803475,1.1735942292337431,1.6422277352570909,0.7253901806471816,3.776272133800921,334.2797429469272,2.582712788921206e-73,135.8582307086978,2.96974036358181e-24,False,False,0.43170840860247983
187,042700.KS,042700,한미반도체,KOSPI,특수 목적용 기계 제조업,126871682490.10156,502,0.8265443839010084,0.6831756185582976,0.2063481462483388,0.5479359555274876,0.3415878092791488,0.6234082757907512,0.5856182347620663,0.021582338407370318,0.6058821120513039,0.7763464566031584,0.6819836774494654,0.5549193404031132,0.41105860879629397,1.1325189542641965,4.860188735581656,588.5872874632596,1.5484403082979728e-128,26.130454964020704,0.0035686368216955333,False,False,0.35579024328121234
188,078160.KQ,078160,메디포스트,KOSDAQ,기초 의약물질 제조업,1148883050.0,502,0.8259236440283388,0.6821498657650502,0.20378165382922275,0.5448565867117479,0.3410749328825251,0.6259902902907699,0.5851784318965947,0.021549933644517554,0.6049724114531959,0.7751808126241343,0.6809557910240993,0.5471821014265446,0.40594599294551514,0.3610132323348038,3.812207213356716,306.93054852475683,2.2432528287997232e-67,20.039859288875626,0.028877932304167266,False,False,0.4543831265766275
189,007810.KS,007810,코리아써키트,KOSPI,전자부품 제조업,2553377346.184082,502,0.8252494885180007,0.6810367182992219,0.7261454197368661,1.066663778886477,0.3405183591496109,0.3192368259706807,0.5847007833061391,0.0215147679789812,0.6039852038900164,0.7739158551705937,0.6817724808571825,1.071322494697033,1.4465277805869317,0.4907228058737019,2.4810577443718937,145.01518118012518,3.238571656187111e-32,62.33205722799138,1.3084674184593707e-09,False,False,0.5056375477783513
190,226330.KQ,226330,신테카바이오,KOSDAQ,소프트웨어 개발 및 공급업,698577895.0,502,0.8241878562845609,0.67928562244694,-0.7960490088001937,-0.4564061975767237,0.33964281122347,,0.5839486020480931,0.021459448757625725,0.6024322245029244,0.7719259465392518,0.6804471226635186,-0.45230401554772737,-1.5857801683241952,0.6716499763465565,5.8330538220190284,732.2512167225414,9.855271776776863e-160,31.27381391343766,0.0005286377540725616,False,False,0.34273591291937333
191,170920.KQ,170920,엘티씨,KOSDAQ,기초 화학물질 제조업,1381471676.8447266,502,0.8240275412627673,0.6790213887595616,0.5658634369046454,0.9053741312844261,0.3395106943797808,0.3749949138685104,0.5838350166171141,0.021451101298049134,0.6021978858347475,0.7716256769140795,0.6789393971032016,0.9079246666671805,1.1272358941513172,0.24180657722111792,2.419381656743848,123.68421741744817,1.3877570380294584e-27,179.09897854745606,3.604177366444605e-33,False,False,0.5250073869651191
192,048410.KQ,048410,현대바이오,KOSDAQ,기타 화학제품 제조업,3713664997.260254,502,0.8230796568103603,0.6774601214550606,-0.05377742354131465,0.28495263718621566,0.3387300607275303,1.188724077349638,0.5831634272498776,0.021401778988536374,0.6008132580666724,0.7698514854664725,0.6761220755360169,0.2907774589964179,-0.10712804213388871,0.9810259775149323,8.307312616528426,1490.8967300010884,0.0,95.1095557520775,5.165042199883228e-16,False,False,0.21076920042189207
193,115180.KQ,115180,큐리언트,KOSDAQ,자연과학 및 공학 연구개발업,2016296880.0,502,0.8217941733284293,0.6753456633165565,0.988937733934024,1.3266105655923022,0.33767283165827827,0.25453802375493284,0.5822526442572556,0.02133498071609551,0.5989380266796032,0.7674486595475272,0.6778812970461359,1.335150972006979,1.9700267556939686,0.9436202124342954,2.936261215927841,249.3770110294834,7.054562706739664e-55,57.96268715999439,8.78572586375736e-09,False,False,0.45496023112096085
194,476080.KQ,476080,M83,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",848121560.0,478,0.8210315568581165,0.6740928173568624,-0.8640854024807998,-0.5270389938023685,0.3370464086784312,,0.5961371293024001,0.021824560780509934,0.59610141327778,0.7685434343515158,0.675645452697527,-0.5199790801752894,-1.639019136451676,1.1418764707029416,8.408749670498793,1478.1029543784653,0.0,86.05646202377592,3.229789212516508e-14,False,False,0.1954811667806915
195,078350.KQ,078350,한양디지텍,KOSDAQ,반도체 제조업,2333572625.0,502,0.8207504182049052,0.6736312489835269,0.09602040856631165,0.4328360330580751,0.33681562449176344,0.7781598544651935,0.5815131291811538,0.021280820307994334,0.5974175787174538,0.7655004350259816,0.672325941044841,0.43502114301163025,0.19127875039797004,0.3956560283137082,2.6601800949784247,156.8002400532859,8.938414532935391e-35,70.02279088077971,4.389083007384747e-11,False,False,0.5039148271717236
196,272210.KS,272210,한화시스템,KOSPI,전자부품 제조업,75145667877.92188,502,0.8199973288539671,0.6723956193276411,0.7197781789086661,1.0559759885724866,0.33619780966382057,0.3183763772112916,0.5809795548626968,0.021241785282950867,0.5963217464229684,0.7640962913783425,0.6731120613263102,1.0648483843950907,1.4338438325878986,1.1879778433281376,6.132519015540344,885.4270012997796,5.394728634283729e-193,42.25276900684724,6.760539192266697e-06,False,False,0.29483812141214205
197,474170.KQ,474170,루미르,KOSDAQ,"항공기,우주선 및 부품 제조업",3330058880.0,442,0.8198401111791661,0.6721378078982675,-0.4174114739583925,-0.08134257000925876,0.33606890394913375,,0.6190394098346437,0.02263205723127266,0.591549564846802,0.7704859416548517,0.6713085322937583,-0.07862009982019791,-0.732126474165117,0.563326209179637,3.1394738943540714,199.12281652579557,5.768060153964185e-44,43.061517262466346,4.84864629690357e-06,False,False,0.471168594142091
198,011000.KS,011000,진원생명과학,KOSPI,의약품 제조업,821907625.0,502,0.8195090888484218,0.6715951467051705,-0.6765021764312259,-0.34070460307864064,0.33579757335258525,,0.5806336300028142,0.021216497391295053,0.5956118381212564,0.7631866510645174,0.6720733998100352,-0.33319384468286023,-1.3476352879701405,1.279222144439964,8.092175938163129,1474.7192835360129,0.0,164.6201870013787,3.598663141339948e-30,False,False,0.20057060648666158
199,032940.KQ,032940,원익,KOSDAQ,기계장비 및 관련 물품 도매업,1122127860.0,502,0.818844358754762,0.6705060838644975,0.19656110585791176,0.5318141477901606,0.33525304193224875,0.6303951170259775,0.5801626594516565,0.02118209258799733,0.5946459902833959,0.7619490628742965,0.6693237328998709,0.5401089392415013,0.39156220293917343,1.3803485580250276,6.278822828346215,963.6754046032124,5.5023057251485e-210,33.04924041530106,0.0002672440627822548,False,False,0.27542973552275185
200,317770.KQ,317770,엑스페릭스,KOSDAQ,전자부품 제조업,1030806605.0,502,0.8187243927081882,0.6703096312153916,-0.24307825363891633,0.09207656196877945,0.3351548156076958,3.639957970208936,0.5800776618329025,0.021175886412837016,0.594471764004347,0.7617258182006275,0.6692088254361639,0.09869098444281875,-0.4842273147886349,1.1684543063184307,7.5959119031850655,1292.7894157894314,1.8808113193794855e-281,182.30050203604733,7.798930526440306e-34,False,False,0.23028701060211
201,320000.KQ,320000,한울반도체,KOSDAQ,특수 목적용 기계 제조업,516129337.5,502,0.8186016692142785,0.670108692840403,-0.3103235135573622,0.02473083286283928,0.3350543464202015,13.548041357056618,0.5799907105242166,0.021169538528207906,0.5942935595079875,0.7614974760420662,0.6691559605339433,0.030854492247991472,-0.6181841420864913,1.0817926647897547,7.925574415770278,1381.3201072858967,1.122405618141511e-300,178.71095009468388,4.338511298166738e-33,False,False,0.22122964030435388
202,082800.KQ,082800,비보존 제약,KOSDAQ,의약품 제조업,1242370295.0,502,0.8183587972690628,0.669711121067667,-0.026125806046399202,0.3087297544874343,0.3348555605338335,1.0846235442702123,0.5798186323604776,0.02115697875835178,0.5939409684335788,0.7610456838108675,0.6683797437315923,0.3155230461705999,-0.05204426442576349,1.1748644470113858,7.296581786899001,1202.787856925141,6.575600481440297e-262,19.037435396832763,0.03978976425541826,False,False,0.2433295231221193
203,445090.KQ,445090,에이직랜드,KOSDAQ,반도체 제조업,2473104400.0,502,0.8178446261591058,0.6688698325373275,-0.34205796450534637,-0.007623048236682639,0.33443491626866373,,0.5794543349511146,0.021130401443139123,0.5931948620770869,0.7600896611546606,0.6680017227150572,-0.004138076917512837,-0.6814011832606504,0.6468353655925955,6.179338273496455,814.6464568095085,1.2640654256596683e-177,59.91459105576278,3.761696800183231e-09,False,False,0.32880741998648644
204,095610.KQ,095610,테스,KOSDAQ,특수 목적용 기계 제조업,5820384604.4296875,502,0.8177944906964837,0.6687878290135212,0.9773186286796164,1.311712543186377,0.3343939145067606,0.2549292649854974,0.5794188132759431,0.021127810853321063,0.5931221363139745,0.7599964740686366,0.6712458668737833,1.319169819547976,1.94688076030622,0.7634253539221331,4.3699533512551945,437.854905551724,8.337105981767293e-96,74.91941264903797,4.932755249724975e-12,False,False,0.40245707559870736
205,368770.KQ,368770,파이버프로,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2234447200.453125,502,0.8160533942503847,0.6659431422675738,0.6303784494293989,0.9633500205631857,0.3329715711337869,0.34563924225498827,0.5781852221377363,0.021037943782034826,0.59059929333343,0.7567638316625409,0.6661934551183935,0.9682700301238327,1.2557538952918978,0.6049571260612574,4.105200004591127,373.9456959993439,6.291060301108687e-82,54.863382315377265,3.349153178491916e-08,False,False,0.4249355247226487
206,093370.KS,093370,후성,KOSPI,기초 화학물질 제조업,2613471067.5,502,0.8139581394763326,0.6625278528197729,0.2906307029574524,0.6218946293673389,0.33126392640988644,0.5326688972163747,0.5767007048800348,0.020930050686000297,0.587570404819717,0.7528827683033572,0.6615432595756954,0.6268215638901826,0.5789548130342901,0.7895037049650472,5.025590129001916,567.2002395469381,6.823904107118489e-124,136.93835236714204,1.785344729878314e-24,False,False,0.37121486386391067
207,200350.KQ,200350,아티스트스튜디오,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",618390895.0,502,0.8135208922968427,0.6618162422034511,-0.8054702741817865,-0.47456215308006094,0.33090812110172557,,0.5763909091492853,0.020907570051858018,0.5869393048046357,0.7520741089111668,0.6630724163401198,-0.4733733685662634,-1.6045479271399081,0.10019168043025982,11.851725472261611,2874.934963264028,0.0,65.95910253526485,2.655609320536063e-10,False,False,0.1933205546379827
208,452190.KQ,452190,한빛레이저,KOSDAQ,특수 목적용 기계 제조업,1320907160.0,502,0.8133050928936798,0.6614651741267971,-0.05596696547312761,0.2747656215902709,0.33073258706339853,1.2036898399050275,0.5762380122595302,0.02089647938962045,0.5866279560650455,0.7516751625056847,0.6601599441841444,0.2796506601068713,-0.11148974868059547,0.9098858837921253,3.8620700838906963,372.76582715599136,1.1348255679782505e-81,50.49035389900184,2.1682582404014318e-07,False,False,0.4155477873054436
209,424870.KQ,424870,이뮨온시아,KOSDAQ,자연과학 및 공학 연구개발업,4573532920.0,302,0.8125612973429076,0.6602558619395892,-0.6181303239946955,-0.2880023930249009,0.3301279309697946,,0.742254658127859,0.026910019970140094,0.5662757797363185,0.7798736292466208,0.6595857949551815,-0.28501755835490383,-0.7407752295491985,0.6720871522279969,2.3756713261295532,90.04712253817428,2.7958623463051165e-20,28.462241830260673,0.0015217264604104692,False,False,0.49828898017563694
210,402490.KQ,402490,그린리소스,KOSDAQ,반도체 제조업,1643011125.0,502,0.8122438049664632,0.659739998706398,-0.10171458711063773,0.22815541224256125,0.329869999353199,1.445812729625282,0.57548607494725,0.020841979025843265,0.5850979645094684,0.7497147093099572,0.6584668305904177,0.2337443268467772,-0.20262191559341325,1.0321642244858906,5.051106159387828,609.2230797769786,5.1155119364291374e-133,15.268423816569241,0.12257775106745562,False,True,0.7038892745284884
211,322310.KQ,322310,오로스테크놀로지,KOSDAQ,특수 목적용 기계 제조업,1740022475.0,502,0.8120966545353813,0.6595009763075584,-0.25611417734322794,0.07363631081055128,0.3297504881537792,4.478096261532559,0.5753818168125713,0.02083442802115492,0.5848859847609197,0.7494430892647637,0.6584475248659618,0.07682528606504344,-0.5101957024853192,0.633037963969818,4.084574078071066,373.3836597719106,8.332368417171147e-82,29.113684408292958,0.0011943138747793325,False,False,0.4239916355554808
212,399720.KQ,399720,가온칩스,KOSDAQ,반도체 제조업,5303793675.0,502,0.8109952008696688,0.6577132158336344,-0.11692978592719863,0.21192682198961857,0.3288566079168172,1.5517460453067453,0.5746014215138429,0.020777950520360945,0.583300488934724,0.7474115157257153,0.6564572863940759,0.21478426935086192,-0.23293155768037188,0.5631032031607899,3.9942529041466965,351.5102301342594,4.682991398322176e-77,68.84657912293282,7.400337720054656e-11,False,False,0.43271840576934606
213,172670.KQ,172670,에이엘티,KOSDAQ,반도체 제조업,777579105.0,502,0.8105825650720138,0.6570440947987254,-0.11210664419304354,0.21641540320631913,0.3285220473993627,1.5180160124100175,0.5743090632907043,0.020756812183133147,0.5827070712909501,0.7466511406034495,0.6557851146379887,0.2190194479251776,-0.22332355311471375,0.5238911312625432,3.567834338221358,282.06105925022274,5.639222156696751e-62,28.151020155008847,0.0017074090798804846,False,False,0.454521379362536
214,457190.KS,457190,이수스페셜티케미컬,KOSPI,기초 화학물질 제조업,14507983675.0,502,0.8089891963596937,0.654463519826703,0.27289062259048485,0.6001223825038364,0.3272317599133515,0.5452750463131737,0.5731801393141962,0.02067528872003107,0.5804184588582418,0.7437186292826325,0.6534553206988999,0.6035678280795137,0.5436154465889818,0.5508643907337331,4.686170476559733,473.1797007057069,1.7796455682797893e-103,15.143152355637344,0.126929288835729,False,True,0.7523980358392298
215,444530.KQ,444530,심플랫폼,KOSDAQ,소프트웨어 개발 및 공급업,561615175.0,341,0.8087717195460269,0.6541116943374372,-0.8208509625350335,-0.49379511536631493,0.3270558471687186,,0.6952628713885695,0.025084038417622356,0.5659316183051614,0.7647529007459469,0.6548672730769737,-0.48762004381451474,-1.110754675493835,1.154914610975948,4.284590453037731,326.30959987552575,1.3892189250985356e-71,12.516277287189169,0.2519878901800892,False,True,0.7301991222149056
